image_path,label,face_array
src/dataset\Ellie_Sattler\images0.jpg,Ellie_Sattler,"[[[0.41960785 0.42745098 0.47058824]
  [0.41960785 0.42745098 0.47058824]
  [0.41960785 0.42745098 0.47058824]
  ...
  [0.36862746 0.39215687 0.46666667]
  [0.36862746 0.39215687 0.46666667]
  [0.36862746 0.39215687 0.46666667]]

 [[0.41960785 0.42745098 0.47058824]
  [0.41960785 0.42745098 0.47058824]
  [0.41960785 0.42745098 0.47058824]
  ...
  [0.36862746 0.39215687 0.46666667]
  [0.36862746 0.39215687 0.46666667]
  [0.36862746 0.39215687 0.46666667]]

 [[0.41960785 0.42745098 0.47058824]
  [0.41960785 0.42745098 0.47058824]
  [0.41960785 0.42745098 0.47058824]
  ...
  [0.36862746 0.39215687 0.46666667]
  [0.36862746 0.39215687 0.46666667]
  [0.36862746 0.39215687 0.46666667]]

 ...

 [[0.63529414 0.60784316 0.65882355]
  [0.63529414 0.60784316 0.65882355]
  [0.63529414 0.60784316 0.65882355]
  ...
  [0.20784314 0.23137255 0.30588236]
  [0.20784314 0.23137255 0.30588236]
  [0.20784314 0.23137255 0.30588236]]

 [[0.63529414 0.60784316 0.65882355]
  [0.63529414 0.60784316 0.65882355]
  [0.63529414 0.60784316 0.65882355]
  ...
  [0.20784314 0.23137255 0.30588236]
  [0.20784314 0.23137255 0.30588236]
  [0.20784314 0.23137255 0.30588236]]

 [[0.63529414 0.60784316 0.65882355]
  [0.63529414 0.60784316 0.65882355]
  [0.63529414 0.60784316 0.65882355]
  ...
  [0.20784314 0.23137255 0.30588236]
  [0.20784314 0.23137255 0.30588236]
  [0.20784314 0.23137255 0.30588236]]]"
src/dataset\Ellie_Sattler\images1.jpg,Ellie_Sattler,"[[[0.25882354 0.4745098  0.627451  ]
  [0.25882354 0.4745098  0.627451  ]
  [0.2627451  0.4745098  0.62352943]
  ...
  [0.21568628 0.36078432 0.42745098]
  [0.21176471 0.3529412  0.42352942]
  [0.21176471 0.3529412  0.42352942]]

 [[0.2784314  0.49019608 0.6431373 ]
  [0.2784314  0.49019608 0.6431373 ]
  [0.28235295 0.49019608 0.6392157 ]
  ...
  [0.21568628 0.35686275 0.42745098]
  [0.21176471 0.3529412  0.42352942]
  [0.21176471 0.3529412  0.42352942]]

 [[0.3254902  0.53333336 0.6784314 ]
  [0.3254902  0.53333336 0.6745098 ]
  [0.3254902  0.53333336 0.67058825]
  ...
  [0.21176471 0.35686275 0.42745098]
  [0.21568628 0.35686275 0.42745098]
  [0.21568628 0.35686275 0.42745098]]

 ...

 [[0.01176471 0.10980392 0.19607843]
  [0.01176471 0.10980392 0.19607843]
  [0.00784314 0.09019608 0.19215687]
  ...
  [0.07450981 0.12941177 0.29411766]
  [0.08235294 0.14509805 0.30980393]
  [0.08627451 0.14509805 0.30980393]]

 [[0.00392157 0.08627451 0.16078432]
  [0.00392157 0.08235294 0.16078432]
  [0.00392157 0.05882353 0.14901961]
  ...
  [0.09803922 0.14901961 0.3137255 ]
  [0.10980392 0.16470589 0.32941177]
  [0.10980392 0.16862746 0.32941177]]

 [[0.         0.07450981 0.14509805]
  [0.         0.07058824 0.14117648]
  [0.         0.04705882 0.12941177]
  ...
  [0.10588235 0.16078432 0.32156864]
  [0.11764706 0.17254902 0.3372549 ]
  [0.12156863 0.1764706  0.34117648]]]"
src/dataset\Ellie_Sattler\images2.jpg,Ellie_Sattler,"[[[0.6901961  0.92156863 1.        ]
  [0.6901961  0.92156863 1.        ]
  [0.6901961  0.92156863 1.        ]
  ...
  [0.28235295 0.4627451  0.64705884]
  [0.28235295 0.4627451  0.64705884]
  [0.28235295 0.4627451  0.64705884]]

 [[0.6901961  0.92156863 1.        ]
  [0.6901961  0.92156863 1.        ]
  [0.6901961  0.92156863 1.        ]
  ...
  [0.28235295 0.4627451  0.64705884]
  [0.28235295 0.4627451  0.64705884]
  [0.28235295 0.4627451  0.64705884]]

 [[0.6862745  0.92156863 1.        ]
  [0.6862745  0.92156863 1.        ]
  [0.6862745  0.92156863 1.        ]
  ...
  [0.27058825 0.44705883 0.6313726 ]
  [0.27058825 0.4509804  0.6313726 ]
  [0.27058825 0.4509804  0.6313726 ]]

 ...

 [[0.21960784 0.42352942 0.68235296]
  [0.21960784 0.42352942 0.68235296]
  [0.21960784 0.42352942 0.68235296]
  ...
  [0.15294118 0.19607843 0.4392157 ]
  [0.15294118 0.19607843 0.4392157 ]
  [0.15294118 0.19607843 0.4392157 ]]

 [[0.22352941 0.42745098 0.6862745 ]
  [0.22352941 0.42745098 0.6862745 ]
  [0.22352941 0.42352942 0.6862745 ]
  ...
  [0.15294118 0.19607843 0.4392157 ]
  [0.15294118 0.19607843 0.4392157 ]
  [0.15294118 0.19607843 0.4392157 ]]

 [[0.22352941 0.42745098 0.6862745 ]
  [0.22352941 0.42745098 0.6862745 ]
  [0.22352941 0.42745098 0.6862745 ]
  ...
  [0.15294118 0.19607843 0.4392157 ]
  [0.15294118 0.19607843 0.4392157 ]
  [0.15294118 0.19607843 0.4392157 ]]]"
src/dataset\Ellie_Sattler\jp3cast-elliesattler.jpg,Ellie_Sattler,"[[[0.8392157  0.8509804  0.8666667 ]
  [0.8352941  0.84313726 0.8666667 ]
  [0.8235294  0.83137256 0.8666667 ]
  ...
  [0.6        0.6313726  0.6901961 ]
  [0.65882355 0.69411767 0.7411765 ]
  [0.6901961  0.7254902  0.7647059 ]]

 [[0.8352941  0.84705883 0.8666667 ]
  [0.827451   0.84313726 0.8666667 ]
  [0.8156863  0.8352941  0.8627451 ]
  ...
  [0.5921569  0.627451   0.6901961 ]
  [0.6313726  0.6666667  0.7176471 ]
  [0.6509804  0.68235296 0.7294118 ]]

 [[0.8235294  0.8392157  0.8627451 ]
  [0.8156863  0.8352941  0.8627451 ]
  [0.8        0.83137256 0.85882354]
  ...
  [0.5882353  0.627451   0.69411767]
  [0.6        0.6313726  0.6901961 ]
  [0.6039216  0.63529414 0.6862745 ]]

 ...

 [[0.40784314 0.46666667 0.6862745 ]
  [0.39607844 0.45882353 0.68235296]
  [0.38039216 0.44313726 0.6666667 ]
  ...
  [0.07450981 0.05490196 0.05882353]
  [0.07058824 0.05490196 0.05882353]
  [0.07058824 0.05098039 0.05490196]]

 [[0.41960785 0.47843137 0.69803923]
  [0.40784314 0.46666667 0.6901961 ]
  [0.38431373 0.4509804  0.67058825]
  ...
  [0.07058824 0.05098039 0.05490196]
  [0.07450981 0.05098039 0.05490196]
  [0.07450981 0.05490196 0.05882353]]

 [[0.43137255 0.49019608 0.70980394]
  [0.41568628 0.47843137 0.69803923]
  [0.3882353  0.45490196 0.6745098 ]
  ...
  [0.07058824 0.05098039 0.05490196]
  [0.08235294 0.05882353 0.0627451 ]
  [0.08627451 0.0627451  0.06666667]]]"
src/dataset\Ellie_Sattler\jpdeletedscenes-14.jpg,Ellie_Sattler,"[[[0.3019608  0.23921569 0.24313726]
  [0.3019608  0.23921569 0.24313726]
  [0.3019608  0.24705882 0.2509804 ]
  ...
  [0.3019608  0.2784314  0.3019608 ]
  [0.29803923 0.28235295 0.3019608 ]
  [0.29803923 0.28235295 0.3019608 ]]

 [[0.29803923 0.23529412 0.23921569]
  [0.29803923 0.23529412 0.23921569]
  [0.3019608  0.23921569 0.24705882]
  ...
  [0.3019608  0.28235295 0.30588236]
  [0.3019608  0.28235295 0.30588236]
  [0.3019608  0.28627452 0.30588236]]

 [[0.2901961  0.22745098 0.23137255]
  [0.29411766 0.23137255 0.23529412]
  [0.29803923 0.23529412 0.23921569]
  ...
  [0.30588236 0.28627452 0.30588236]
  [0.30588236 0.2901961  0.30980393]
  [0.30588236 0.2901961  0.30980393]]

 ...

 [[0.22352941 0.17254902 0.23529412]
  [0.22352941 0.1764706  0.23921569]
  [0.23137255 0.18039216 0.24313726]
  ...
  [0.1764706  0.13333334 0.15294118]
  [0.18039216 0.13725491 0.16078432]
  [0.18039216 0.14117648 0.16078432]]

 [[0.22352941 0.1764706  0.23921569]
  [0.22352941 0.18039216 0.24313726]
  [0.22745098 0.18039216 0.24705882]
  ...
  [0.1764706  0.13333334 0.15294118]
  [0.18039216 0.13725491 0.15294118]
  [0.18039216 0.14117648 0.15686275]]

 [[0.22352941 0.18039216 0.24313726]
  [0.22352941 0.18039216 0.24313726]
  [0.22745098 0.18431373 0.2509804 ]
  ...
  [0.1764706  0.13333334 0.14901961]
  [0.18431373 0.13725491 0.15294118]
  [0.18431373 0.14117648 0.15294118]]]"
src/dataset\Ellie_Sattler\jurassic-park-ellie-sattler-laura-dern-wallpaper-preview.jpg,Ellie_Sattler,"[[[0.4509804  0.43529412 0.43137255]
  [0.45490196 0.4392157  0.43529412]
  [0.45490196 0.4392157  0.4392157 ]
  ...
  [0.30588236 0.30980393 0.34901962]
  [0.29803923 0.3019608  0.34117648]
  [0.30980393 0.31764707 0.34901962]]

 [[0.44705883 0.42745098 0.42352942]
  [0.44705883 0.43137255 0.43137255]
  [0.44705883 0.43137255 0.43137255]
  ...
  [0.29803923 0.29803923 0.3372549 ]
  [0.30588236 0.30588236 0.34509805]
  [0.32156864 0.32941177 0.3647059 ]]

 [[0.44705883 0.42745098 0.4117647 ]
  [0.4509804  0.43137255 0.42745098]
  [0.44313726 0.42745098 0.42352942]
  ...
  [0.3254902  0.33333334 0.37254903]
  [0.30980393 0.31764707 0.35686275]
  [0.3019608  0.30980393 0.34901962]]

 ...

 [[0.45882353 0.4862745  0.5529412 ]
  [0.45490196 0.48235294 0.54901963]
  [0.45490196 0.48235294 0.54901963]
  ...
  [0.3529412  0.33333334 0.4392157 ]
  [0.3647059  0.34509805 0.4509804 ]
  [0.36862746 0.34901962 0.45490196]]

 [[0.45882353 0.4862745  0.54901963]
  [0.45490196 0.48235294 0.54509807]
  [0.45490196 0.48235294 0.54509807]
  ...
  [0.36078432 0.34117648 0.44705883]
  [0.35686275 0.3372549  0.44313726]
  [0.35686275 0.3372549  0.44313726]]

 [[0.45490196 0.48235294 0.5411765 ]
  [0.45882353 0.4862745  0.54509807]
  [0.4627451  0.49019608 0.54901963]
  ...
  [0.36078432 0.34509805 0.44705883]
  [0.3529412  0.33333334 0.4392157 ]
  [0.3529412  0.3372549  0.43529412]]]"
src/dataset\Ellie_Sattler\jurassic-park-ellie-sattler.jpg,Ellie_Sattler,"[[[0.49411765 0.48235294 0.5176471 ]
  [0.5058824  0.49411765 0.5294118 ]
  [0.49803922 0.4862745  0.52156866]
  ...
  [0.5568628  0.5568628  0.6039216 ]
  [0.5411765  0.5411765  0.5882353 ]
  [0.52156866 0.52156866 0.5647059 ]]

 [[0.5294118  0.5176471  0.5529412 ]
  [0.49411765 0.48235294 0.5176471 ]
  [0.47058824 0.45882353 0.49411765]
  ...
  [0.53333336 0.5529412  0.59607846]
  [0.53333336 0.5529412  0.59607846]
  [0.5058824  0.5254902  0.5686275 ]]

 [[0.49411765 0.48235294 0.52156866]
  [0.49411765 0.48235294 0.52156866]
  [0.47058824 0.45882353 0.49803922]
  ...
  [0.49411765 0.5294118  0.5686275 ]
  [0.4862745  0.52156866 0.56078434]
  [0.49019608 0.5254902  0.5647059 ]]

 ...

 [[0.22352941 0.25490198 0.39607844]
  [0.21960784 0.23137255 0.3882353 ]
  [0.2        0.19607843 0.3647059 ]
  ...
  [0.08235294 0.04705882 0.1764706 ]
  [0.0627451  0.02745098 0.15294118]
  [0.04705882 0.01176471 0.14117648]]

 [[0.23529412 0.2509804  0.4117647 ]
  [0.18431373 0.1882353  0.36078432]
  [0.15294118 0.14901961 0.33333334]
  ...
  [0.04705882 0.01568628 0.13333334]
  [0.07843138 0.04705882 0.16470589]
  [0.09803922 0.06666667 0.18431373]]

 [[0.17254902 0.18039216 0.36862746]
  [0.16470589 0.16078432 0.35686275]
  [0.15686275 0.14901961 0.34509805]
  ...
  [0.03529412 0.01176471 0.10980392]
  [0.02352941 0.00392157 0.09803922]
  [0.01960784 0.         0.09411765]]]"
src/dataset\Ellie_Sattler\jurassic-park-laura-dern.jpg,Ellie_Sattler,"[[[0.05490196 0.1764706  0.7019608 ]
  [0.07058824 0.19607843 0.7294118 ]
  [0.07843138 0.20392157 0.73333335]
  ...
  [0.01960784 0.02745098 0.02745098]
  [0.01568628 0.03137255 0.03529412]
  [0.01176471 0.03137255 0.04313726]]

 [[0.07450981 0.2        0.7490196 ]
  [0.0627451  0.19215687 0.7411765 ]
  [0.06666667 0.19215687 0.7411765 ]
  ...
  [0.01176471 0.01960784 0.01568628]
  [0.01176471 0.02352941 0.01960784]
  [0.01176471 0.01960784 0.01960784]]

 [[0.09019608 0.20784314 0.77254903]
  [0.08235294 0.20784314 0.76862746]
  [0.07058824 0.19215687 0.7529412 ]
  ...
  [0.01568628 0.02745098 0.01960784]
  [0.01568628 0.02745098 0.01960784]
  [0.01568628 0.02745098 0.01960784]]

 ...

 [[0.01960784 0.03529412 0.01176471]
  [0.01960784 0.03529412 0.01176471]
  [0.01960784 0.03529412 0.01176471]
  ...
  [0.05882353 0.16862746 0.43137255]
  [0.06666667 0.16470589 0.40784314]
  [0.05490196 0.14509805 0.3764706 ]]

 [[0.01960784 0.03137255 0.01176471]
  [0.01960784 0.03137255 0.01176471]
  [0.01960784 0.03137255 0.01176471]
  ...
  [0.04705882 0.16862746 0.43137255]
  [0.04313726 0.16078432 0.40784314]
  [0.04313726 0.14901961 0.3882353 ]]

 [[0.02745098 0.03137255 0.01568628]
  [0.02745098 0.03137255 0.01568628]
  [0.02745098 0.03137255 0.01568628]
  ...
  [0.05490196 0.16078432 0.43137255]
  [0.05882353 0.16470589 0.41960785]
  [0.06666667 0.16470589 0.40392157]]]"
src/dataset\Ellie_Sattler\p-jurassic-park-laura-dern.jpg,Ellie_Sattler,"[[[0.78039217 0.8156863  0.83137256]
  [0.7490196  0.7921569  0.81960785]
  [0.72156864 0.7647059  0.8039216 ]
  ...
  [0.76862746 0.80784315 0.8392157 ]
  [0.72156864 0.75686276 0.79607844]
  [0.70980394 0.7411765  0.78431374]]

 [[0.7294118  0.7647059  0.8       ]
  [0.7137255  0.7490196  0.7882353 ]
  [0.69411767 0.7372549  0.78039217]
  ...
  [0.78431374 0.8235294  0.85490197]
  [0.76862746 0.8039216  0.84705883]
  [0.7529412  0.78431374 0.8352941 ]]

 [[0.6862745  0.72156864 0.7647059 ]
  [0.67058825 0.7058824  0.75686276]
  [0.654902   0.69411767 0.7490196 ]
  ...
  [0.7921569  0.83137256 0.8627451 ]
  [0.79607844 0.827451   0.8745098 ]
  [0.7921569  0.81960785 0.8784314 ]]

 ...

 [[0.3137255  0.38431373 0.5686275 ]
  [0.3137255  0.38431373 0.57254905]
  [0.30980393 0.3882353  0.57254905]
  ...
  [0.31764707 0.36862746 0.46666667]
  [0.3254902  0.36862746 0.4745098 ]
  [0.32941177 0.3647059  0.4745098 ]]

 [[0.3254902  0.39215687 0.57254905]
  [0.30588236 0.38039216 0.5568628 ]
  [0.27450982 0.3529412  0.53333336]
  ...
  [0.30588236 0.34901962 0.45490196]
  [0.3137255  0.35686275 0.4627451 ]
  [0.31764707 0.36078432 0.46666667]]

 [[0.32156864 0.38431373 0.5647059 ]
  [0.29803923 0.3647059  0.5372549 ]
  [0.25882354 0.33333334 0.5019608 ]
  ...
  [0.3019608  0.34117648 0.4509804 ]
  [0.30588236 0.34901962 0.45882353]
  [0.3137255  0.35686275 0.4627451 ]]]"
src/dataset\Ian_Malcolm\2213_00272_2.jpg,Ian_Malcolm,"[[[0.05490196 0.0627451  0.03921569]
  [0.05882353 0.06666667 0.04313726]
  [0.05098039 0.05882353 0.03529412]
  ...
  [0.09803922 0.13333334 0.18431373]
  [0.09019608 0.11372549 0.15294118]
  [0.0627451  0.08235294 0.10980392]]

 [[0.05490196 0.0627451  0.03921569]
  [0.05882353 0.06666667 0.04313726]
  [0.05098039 0.05882353 0.03529412]
  ...
  [0.08235294 0.13333334 0.19215687]
  [0.04705882 0.08627451 0.13333334]
  [0.05882353 0.09411765 0.12941177]]

 [[0.04705882 0.05490196 0.03137255]
  [0.05098039 0.05882353 0.03137255]
  [0.05098039 0.05882353 0.03529412]
  ...
  [0.09803922 0.16470589 0.22745098]
  [0.0627451  0.11372549 0.15686275]
  [0.08627451 0.11764706 0.15686275]]

 ...

 [[0.05882353 0.06666667 0.07058824]
  [0.05098039 0.05882353 0.05098039]
  [0.0627451  0.06666667 0.05882353]
  ...
  [0.45882353 0.5372549  0.39607844]
  [0.4862745  0.57254905 0.42352942]
  [0.49411765 0.61960787 0.47058824]]

 [[0.05490196 0.06666667 0.06666667]
  [0.07450981 0.07843138 0.07450981]
  [0.0627451  0.06666667 0.05882353]
  ...
  [0.47058824 0.5294118  0.42352942]
  [0.48235294 0.54901963 0.43529412]
  [0.49803922 0.5803922  0.4392157 ]]

 [[0.08627451 0.09803922 0.09803922]
  [0.07058824 0.07843138 0.07450981]
  [0.05098039 0.05490196 0.04705882]
  ...
  [0.4392157  0.5294118  0.4509804 ]
  [0.44313726 0.5372549  0.45882353]
  [0.47058824 0.56078434 0.41568628]]]"
src/dataset\Ian_Malcolm\54ecd4d372f33c9b4f85d528c3d5b464.jpg,Ian_Malcolm,"[[[0.         0.00784314 0.00784314]
  [0.         0.00392157 0.00392157]
  [0.00784314 0.01176471 0.01176471]
  ...
  [0.24313726 0.23921569 0.27450982]
  [0.16862746 0.16470589 0.2       ]
  [0.14117648 0.12941177 0.16470589]]

 [[0.00784314 0.01568628 0.01568628]
  [0.00392157 0.01176471 0.01176471]
  [0.00784314 0.01568628 0.01568628]
  ...
  [0.15294118 0.14509805 0.18431373]
  [0.12941177 0.1254902  0.16078432]
  [0.13725491 0.1254902  0.16078432]]

 [[0.00392157 0.00784314 0.00784314]
  [0.00784314 0.01568628 0.01568628]
  [0.00784314 0.01568628 0.01568628]
  ...
  [0.14509805 0.14117648 0.1764706 ]
  [0.12941177 0.1254902  0.16078432]
  [0.13333334 0.12156863 0.15686275]]

 ...

 [[0.12941177 0.15294118 0.22745098]
  [0.22745098 0.25882354 0.34509805]
  [0.27450982 0.30588236 0.40392157]
  ...
  [0.40392157 0.5529412  0.4862745 ]
  [0.39215687 0.54901963 0.47058824]
  [0.39215687 0.54901963 0.47058824]]

 [[0.13333334 0.15686275 0.23137255]
  [0.20392157 0.22745098 0.31764707]
  [0.22352941 0.2509804  0.34509805]
  ...
  [0.43137255 0.5529412  0.49803922]
  [0.42352942 0.5568628  0.49411765]
  [0.42352942 0.5568628  0.49411765]]

 [[0.21176471 0.23137255 0.30588236]
  [0.2509804  0.27450982 0.3647059 ]
  [0.21176471 0.23529412 0.32941177]
  ...
  [0.4392157  0.52156866 0.48235294]
  [0.44313726 0.5372549  0.4862745 ]
  [0.4392157  0.5372549  0.49019608]]]"
src/dataset\Ian_Malcolm\771618924-jeff_goldblum.jpg,Ian_Malcolm,"[[[0.9647059  0.9843137  0.9882353 ]
  [0.85882354 0.8745098  0.8901961 ]
  [0.6784314  0.6862745  0.7254902 ]
  ...
  [0.         0.00392157 0.02352941]
  [0.         0.         0.01568628]
  [0.00784314 0.01960784 0.03921569]]

 [[0.96862745 0.9882353  0.99215686]
  [0.8509804  0.8666667  0.88235295]
  [0.6431373  0.64705884 0.6901961 ]
  ...
  [0.03921569 0.05490196 0.07450981]
  [0.07058824 0.08627451 0.10588235]
  [0.09803922 0.11372549 0.13333334]]

 [[0.972549   0.99215686 0.99607843]
  [0.9647059  0.9843137  0.99607843]
  [0.65882355 0.6666667  0.7058824 ]
  ...
  [0.05882353 0.07450981 0.09803922]
  [0.05098039 0.0627451  0.08235294]
  [0.03529412 0.04705882 0.06666667]]

 ...

 [[0.56078434 0.50980395 0.5176471 ]
  [0.5529412  0.5019608  0.50980395]
  [0.5803922  0.5294118  0.5372549 ]
  ...
  [0.11764706 0.15686275 0.36862746]
  [0.10980392 0.14901961 0.36078432]
  [0.11764706 0.15686275 0.36862746]]

 [[0.54901963 0.49803922 0.5058824 ]
  [0.5647059  0.5137255  0.52156866]
  [0.60784316 0.5568628  0.5647059 ]
  ...
  [0.09803922 0.13725491 0.34901962]
  [0.11764706 0.15294118 0.36862746]
  [0.15294118 0.19215687 0.40392157]]

 [[0.54509807 0.49411765 0.5019608 ]
  [0.5803922  0.5294118  0.5372549 ]
  [0.61960787 0.5686275  0.5764706 ]
  ...
  [0.15686275 0.19607843 0.40784314]
  [0.16470589 0.20392157 0.41568628]
  [0.14901961 0.1882353  0.4       ]]]"
src/dataset\Ian_Malcolm\bdd5af10e292783875789cb24b758b7a.jpg,Ian_Malcolm,"[[[0.21960784 0.30588236 0.3254902 ]
  [0.20784314 0.29411766 0.3137255 ]
  [0.19215687 0.2784314  0.29803923]
  ...
  [0.4627451  0.5411765  0.6156863 ]
  [0.43137255 0.5137255  0.58431375]
  [0.4117647  0.49803922 0.5686275 ]]

 [[0.23137255 0.3137255  0.3254902 ]
  [0.23529412 0.32156864 0.33333334]
  [0.24705882 0.32941177 0.34509805]
  ...
  [0.53333336 0.60784316 0.6745098 ]
  [0.5176471  0.59607846 0.6666667 ]
  [0.50980395 0.5921569  0.65882355]]

 [[0.23921569 0.32156864 0.32941177]
  [0.2627451  0.34509805 0.3529412 ]
  [0.3019608  0.38431373 0.3882353 ]
  ...
  [0.5921569  0.6627451  0.73333335]
  [0.6        0.6784314  0.74509805]
  [0.60784316 0.6862745  0.7529412 ]]

 ...

 [[0.32156864 0.50980395 0.69803923]
  [0.31764707 0.50980395 0.69803923]
  [0.3137255  0.5058824  0.6901961 ]
  ...
  [0.5137255  0.7529412  0.6431373 ]
  [0.5058824  0.7490196  0.6392157 ]
  [0.5058824  0.74509805 0.63529414]]

 [[0.31764707 0.5058824  0.69411767]
  [0.3137255  0.5058824  0.69411767]
  [0.3137255  0.5058824  0.69411767]
  ...
  [0.5019608  0.74509805 0.6313726 ]
  [0.49803922 0.7411765  0.627451  ]
  [0.49803922 0.7372549  0.62352943]]

 [[0.30980393 0.5019608  0.6901961 ]
  [0.30980393 0.5019608  0.6901961 ]
  [0.3137255  0.5058824  0.69411767]
  ...
  [0.49803922 0.7372549  0.62352943]
  [0.49411765 0.73333335 0.61960787]
  [0.49019608 0.73333335 0.6156863 ]]]"
src/dataset\Ian_Malcolm\d329deb90f54c2020461a6f5a7d6ac61.jpg,Ian_Malcolm,"[[[0.36862746 0.34509805 0.5058824 ]
  [0.32941177 0.30980393 0.46666667]
  [0.2627451  0.24705882 0.39215687]
  ...
  [0.05490196 0.0627451  0.10196079]
  [0.0627451  0.07058824 0.11372549]
  [0.06666667 0.07450981 0.11764706]]

 [[0.38431373 0.36078432 0.5254902 ]
  [0.35686275 0.33333334 0.49411765]
  [0.3019608  0.28235295 0.43529412]
  ...
  [0.05882353 0.06666667 0.10588235]
  [0.06666667 0.07450981 0.11764706]
  [0.07058824 0.07843138 0.1254902 ]]

 [[0.4117647  0.38431373 0.56078434]
  [0.39215687 0.36862746 0.5372549 ]
  [0.36078432 0.3372549  0.5019608 ]
  ...
  [0.06666667 0.07450981 0.11764706]
  [0.07843138 0.08627451 0.1254902 ]
  [0.08235294 0.09019608 0.13333334]]

 ...

 [[0.04705882 0.04313726 0.12156863]
  [0.05882353 0.05490196 0.13725491]
  [0.08235294 0.07058824 0.16862746]
  ...
  [0.9372549  0.8392157  0.8235294 ]
  [0.93333334 0.8352941  0.81960785]
  [0.93333334 0.8352941  0.81960785]]

 [[0.05882353 0.05490196 0.13333334]
  [0.06666667 0.0627451  0.14509805]
  [0.08235294 0.07450981 0.17254902]
  ...
  [0.93333334 0.8392157  0.8235294 ]
  [0.92941177 0.8392157  0.81960785]
  [0.92941177 0.8352941  0.81960785]]

 [[0.06666667 0.0627451  0.14117648]
  [0.07450981 0.06666667 0.15294118]
  [0.08627451 0.07450981 0.17254902]
  ...
  [0.92941177 0.84313726 0.8235294 ]
  [0.9254902  0.8392157  0.81960785]
  [0.9254902  0.8392157  0.81960785]]]"
src/dataset\Ian_Malcolm\DR-IAN-MALCOLM-JURASSIC-PARK-JEFF-GOLDBLUM-CHAOS.jpg,Ian_Malcolm,"[[[0.24705882 0.25490198 0.29411766]
  [0.16862746 0.1764706  0.21176471]
  [0.05882353 0.06666667 0.09803922]
  ...
  [0.16862746 0.16078432 0.23921569]
  [0.16078432 0.15294118 0.23137255]
  [0.15686275 0.14901961 0.22745098]]

 [[0.2        0.21960784 0.2627451 ]
  [0.1882353  0.20784314 0.24705882]
  [0.1764706  0.19607843 0.23137255]
  ...
  [0.12156863 0.11372549 0.1882353 ]
  [0.10196079 0.09411765 0.16862746]
  [0.09019608 0.08235294 0.15686275]]

 [[0.15294118 0.18431373 0.22352941]
  [0.21176471 0.23921569 0.2784314 ]
  [0.29803923 0.32156864 0.35686275]
  ...
  [0.07843138 0.07058824 0.14509805]
  [0.07058824 0.0627451  0.13725491]
  [0.0627451  0.05490196 0.12941177]]

 ...

 [[0.14509805 0.14117648 0.21568628]
  [0.15294118 0.14901961 0.22352941]
  [0.16470589 0.16078432 0.23921569]
  ...
  [0.10588235 0.13725491 0.28235295]
  [0.10588235 0.13725491 0.28235295]
  [0.10588235 0.13725491 0.28235295]]

 [[0.13333334 0.1254902  0.20392157]
  [0.13725491 0.12941177 0.20784314]
  [0.14117648 0.13333334 0.21176471]
  ...
  [0.08627451 0.11764706 0.26666668]
  [0.09411765 0.1254902  0.27058825]
  [0.09803922 0.12941177 0.27450982]]

 [[0.12941177 0.12156863 0.19607843]
  [0.11764706 0.10980392 0.18431373]
  [0.10588235 0.09803922 0.17254902]
  ...
  [0.09411765 0.12156863 0.27450982]
  [0.09411765 0.1254902  0.27058825]
  [0.09411765 0.1254902  0.27058825]]]"
src/dataset\Ian_Malcolm\Dr_Ian_Malcolm.jpeg,Ian_Malcolm,"[[[0.07450981 0.06666667 0.06666667]
  [0.07450981 0.06666667 0.06666667]
  [0.07450981 0.06666667 0.06666667]
  ...
  [0.2        0.20392157 0.24705882]
  [0.22745098 0.23137255 0.2784314 ]
  [0.23137255 0.23921569 0.28235295]]

 [[0.07450981 0.06666667 0.06666667]
  [0.07450981 0.06666667 0.06666667]
  [0.07450981 0.06666667 0.06666667]
  ...
  [0.2        0.20392157 0.2509804 ]
  [0.22745098 0.23529412 0.2784314 ]
  [0.23529412 0.24313726 0.28627452]]

 [[0.07058824 0.0627451  0.0627451 ]
  [0.07058824 0.0627451  0.0627451 ]
  [0.07058824 0.0627451  0.0627451 ]
  ...
  [0.20392157 0.20784314 0.25490198]
  [0.23529412 0.24313726 0.28627452]
  [0.23921569 0.24705882 0.2901961 ]]

 ...

 [[0.05098039 0.03921569 0.04705882]
  [0.05098039 0.03921569 0.04705882]
  [0.05098039 0.03921569 0.04705882]
  ...
  [0.76862746 0.7607843  0.78431374]
  [0.7529412  0.74509805 0.76862746]
  [0.7490196  0.7411765  0.7647059 ]]

 [[0.05098039 0.03921569 0.04705882]
  [0.05098039 0.03921569 0.04705882]
  [0.05098039 0.03921569 0.04705882]
  ...
  [0.70980394 0.7019608  0.7254902 ]
  [0.7176471  0.70980394 0.73333335]
  [0.7176471  0.70980394 0.73333335]]

 [[0.05098039 0.03921569 0.04705882]
  [0.05098039 0.03921569 0.04705882]
  [0.05098039 0.03921569 0.04705882]
  ...
  [0.6784314  0.67058825 0.69411767]
  [0.69803923 0.6901961  0.7137255 ]
  [0.7019608  0.69411767 0.7176471 ]]]"
